genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total,time_range
"['colombian pop', 'reggaeton']",https://api.spotify.com/v1/artists/07YUOmWljBTXwIseAUd9TW,07YUOmWljBTXwIseAUd9TW,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebac1d47a290d9c451e4ba3b06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ac1d47a290d9c451e4ba3b06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ac1d47a290d9c451e4ba3b06', 'width': 160}]",Sebastian Yatra,79,artist,spotify:artist:07YUOmWljBTXwIseAUd9TW,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW,,24412205,medium_term
[],https://api.spotify.com/v1/artists/0YhUSm86okLWldQVwJkLlP,0YhUSm86okLWldQVwJkLlP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb14bdca85282f9980069cc350', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517414bdca85282f9980069cc350', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17814bdca85282f9980069cc350', 'width': 160}]",Bad Suns,56,artist,spotify:artist:0YhUSm86okLWldQVwJkLlP,https://open.spotify.com/artist/0YhUSm86okLWldQVwJkLlP,,499398,medium_term
"['bollywood', 'hindi pop', 'desi']",https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU,1wRPtKGflJrBx9BmLsSwlU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cb6926f44f620555ba444fca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cb6926f44f620555ba444fca', 'width': 160}]",Pritam,89,artist,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,,61675479,medium_term
['baroque pop'],https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c,4MXUO7sVCaFgFjoTI5ox5c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb96e27b3bbe99d5a772c89a2a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517496e27b3bbe99d5a772c89a2a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17896e27b3bbe99d5a772c89a2a', 'width': 160}]",Sufjan Stevens,72,artist,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c,,2379973,medium_term
[],https://api.spotify.com/v1/artists/6ejhZKxWJr9apHAzj74DHv,6ejhZKxWJr9apHAzj74DHv,"[{'height': 500, 'url': 'https://i.scdn.co/image/eb6a0e35973977032f5e73aa1c25caabe34e507a', 'width': 500}, {'height': 200, 'url': 'https://i.scdn.co/image/ccf8a8a4e333ffb4295887375d6a2bf1c71b0516', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/2cbc39685e26967b901422b5f83cdef9a8ba3b08', 'width': 64}]",Magic Man,36,artist,spotify:artist:6ejhZKxWJr9apHAzj74DHv,https://open.spotify.com/artist/6ejhZKxWJr9apHAzj74DHv,,89903,medium_term
[],https://api.spotify.com/v1/artists/6USv9qhCn6zfxlBQIYJ9qs,6USv9qhCn6zfxlBQIYJ9qs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf2903326ec44d5ecb37dcad9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f2903326ec44d5ecb37dcad9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f2903326ec44d5ecb37dcad9', 'width': 160}]",Dominic Fike,77,artist,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,,2253033,medium_term
[],https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny,6LuN9FCkKOj5PcnpouEgny,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8f77c3eddc1869e9542b04bc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748f77c3eddc1869e9542b04bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788f77c3eddc1869e9542b04bc', 'width': 160}]",Khalid,83,artist,spotify:artist:6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,,16996017,medium_term
['indie'],https://api.spotify.com/v1/artists/5b5bt4mZQpJMoCRbiQ7diH,5b5bt4mZQpJMoCRbiQ7diH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebab79a6385448318e8944d1ff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ab79a6385448318e8944d1ff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ab79a6385448318e8944d1ff', 'width': 160}]",Royel Otis,75,artist,spotify:artist:5b5bt4mZQpJMoCRbiQ7diH,https://open.spotify.com/artist/5b5bt4mZQpJMoCRbiQ7diH,,600271,medium_term
['indie'],https://api.spotify.com/v1/artists/0SwO7SWeDHJijQ3XNS7xEE,0SwO7SWeDHJijQ3XNS7xEE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749dccdc8f4087cbe2bdedc9d3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789dccdc8f4087cbe2bdedc9d3', 'width': 160}]",MGMT,74,artist,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,https://open.spotify.com/artist/0SwO7SWeDHJijQ3XNS7xEE,,3598808,medium_term
[],https://api.spotify.com/v1/artists/2qqZbV6smvvtohQOUgZqKa,2qqZbV6smvvtohQOUgZqKa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb08d3632300162eb114a343a8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517408d3632300162eb114a343a8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17808d3632300162eb114a343a8', 'width': 160}]",Alexandra Savior,47,artist,spotify:artist:2qqZbV6smvvtohQOUgZqKa,https://open.spotify.com/artist/2qqZbV6smvvtohQOUgZqKa,,316724,medium_term
[],https://api.spotify.com/v1/artists/027TpXKGwdXP7iwbjUSpV8,027TpXKGwdXP7iwbjUSpV8,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb63c6c447c9c484c6e87d509', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b63c6c447c9c484c6e87d509', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b63c6c447c9c484c6e87d509', 'width': 160}]",The Walters,70,artist,spotify:artist:027TpXKGwdXP7iwbjUSpV8,https://open.spotify.com/artist/027TpXKGwdXP7iwbjUSpV8,,1065524,medium_term
[],https://api.spotify.com/v1/artists/2OK16hAFRHoJiFZKeZe8A8,2OK16hAFRHoJiFZKeZe8A8,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebede01615b215c2038409672f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ede01615b215c2038409672f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ede01615b215c2038409672f', 'width': 160}]",courtship.,31,artist,spotify:artist:2OK16hAFRHoJiFZKeZe8A8,https://open.spotify.com/artist/2OK16hAFRHoJiFZKeZe8A8,,63986,medium_term
[],https://api.spotify.com/v1/artists/1KP6TWI40m7p3QBTU6u2xo,1KP6TWI40m7p3QBTU6u2xo,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb252d35c84fb363ff13fc0026', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174252d35c84fb363ff13fc0026', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178252d35c84fb363ff13fc0026', 'width': 160}]",BØRNS,67,artist,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,https://open.spotify.com/artist/1KP6TWI40m7p3QBTU6u2xo,,1379491,medium_term
[],https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT,4j56EQDQu5XnL7R3E9iFJT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe1af1323b5e4017f8bfcb2b3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e1af1323b5e4017f8bfcb2b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e1af1323b5e4017f8bfcb2b3', 'width': 160}]",Young the Giant,66,artist,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT,,1710451,medium_term
[],https://api.spotify.com/v1/artists/6ltzsmQQbmdoHHbLZ4ZN25,6ltzsmQQbmdoHHbLZ4ZN25,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0d4d3bb72e9375017fd94f71', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740d4d3bb72e9375017fd94f71', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780d4d3bb72e9375017fd94f71', 'width': 160}]",Lord Huron,78,artist,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,https://open.spotify.com/artist/6ltzsmQQbmdoHHbLZ4ZN25,,2201197,medium_term
[],https://api.spotify.com/v1/artists/5YA1c6yVkPnflTLMfOgjzc,5YA1c6yVkPnflTLMfOgjzc,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb449aa655c7e9c2b77601dba5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174449aa655c7e9c2b77601dba5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178449aa655c7e9c2b77601dba5', 'width': 160}]",Vistas,40,artist,spotify:artist:5YA1c6yVkPnflTLMfOgjzc,https://open.spotify.com/artist/5YA1c6yVkPnflTLMfOgjzc,,75292,medium_term
[],https://api.spotify.com/v1/artists/6fC2AcsQtd9h4BWELbbire,6fC2AcsQtd9h4BWELbbire,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0206d13230ade13d3e4255ba', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740206d13230ade13d3e4255ba', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780206d13230ade13d3e4255ba', 'width': 160}]",Peach Pit,61,artist,spotify:artist:6fC2AcsQtd9h4BWELbbire,https://open.spotify.com/artist/6fC2AcsQtd9h4BWELbbire,,888931,medium_term
['soundtrack'],https://api.spotify.com/v1/artists/71jzN72g8qWMCMkWC5p1Z0,71jzN72g8qWMCMkWC5p1Z0,"[{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46cf9a8d4c2fbbdba7962061bf9', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/ab6772690000dd22f9a8d4c2fbbdba7962061bf9', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/ab6772690000bac3f9a8d4c2fbbdba7962061bf9', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67726900008f74f9a8d4c2fbbdba7962061bf9', 'width': 64}]",Alexandre Desplat,64,artist,spotify:artist:71jzN72g8qWMCMkWC5p1Z0,https://open.spotify.com/artist/71jzN72g8qWMCMkWC5p1Z0,,348112,medium_term
['pop soul'],https://api.spotify.com/v1/artists/00x1fYSGhdqScXBRpSj3DW,00x1fYSGhdqScXBRpSj3DW,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5c7577ad44daeb7ce4b941a1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745c7577ad44daeb7ce4b941a1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785c7577ad44daeb7ce4b941a1', 'width': 160}]",Olivia Dean,91,artist,spotify:artist:00x1fYSGhdqScXBRpSj3DW,https://open.spotify.com/artist/00x1fYSGhdqScXBRpSj3DW,,2020581,medium_term
[],https://api.spotify.com/v1/artists/2FKnkloMDcNrUeLDfQJf8i,2FKnkloMDcNrUeLDfQJf8i,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb04e751498cba739d4c00c018', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517404e751498cba739d4c00c018', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17804e751498cba739d4c00c018', 'width': 160}]",West 22nd,53,artist,spotify:artist:2FKnkloMDcNrUeLDfQJf8i,https://open.spotify.com/artist/2FKnkloMDcNrUeLDfQJf8i,,30491,medium_term
[],https://api.spotify.com/v1/artists/3xc0dLvxU2nAYefEJdDVBw,3xc0dLvxU2nAYefEJdDVBw,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9cd6e8bfc1ccc2ce904542be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749cd6e8bfc1ccc2ce904542be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789cd6e8bfc1ccc2ce904542be', 'width': 160}]",Never Ending Fall,39,artist,spotify:artist:3xc0dLvxU2nAYefEJdDVBw,https://open.spotify.com/artist/3xc0dLvxU2nAYefEJdDVBw,,25204,medium_term
[],https://api.spotify.com/v1/artists/52N3KGrTWDRhdQJrgBTofE,52N3KGrTWDRhdQJrgBTofE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3d471c890df09a15cd8130a5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743d471c890df09a15cd8130a5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783d471c890df09a15cd8130a5', 'width': 160}]",Good Neighbours,66,artist,spotify:artist:52N3KGrTWDRhdQJrgBTofE,https://open.spotify.com/artist/52N3KGrTWDRhdQJrgBTofE,,222943,medium_term
['soft pop'],https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V,6eUKZXaKkcviH0Ku9w2n3V,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd55c95ad400aed87da52daec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d55c95ad400aed87da52daec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d55c95ad400aed87da52daec', 'width': 160}]",Ed Sheeran,90,artist,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,,123360897,medium_term
['funk rock'],https://api.spotify.com/v1/artists/3BRSFkEbxBXsZASWPOMOuP,3BRSFkEbxBXsZASWPOMOuP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb69a15da3b173ea8eba0fc76d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517469a15da3b173ea8eba0fc76d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17869a15da3b173ea8eba0fc76d', 'width': 160}]",Post Sex Nachos,41,artist,spotify:artist:3BRSFkEbxBXsZASWPOMOuP,https://open.spotify.com/artist/3BRSFkEbxBXsZASWPOMOuP,,23784,medium_term
[],https://api.spotify.com/v1/artists/5SHgclK1ZpTdfdAmXW7J6s,5SHgclK1ZpTdfdAmXW7J6s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb9544964337177ad2936c39b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b9544964337177ad2936c39b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b9544964337177ad2936c39b', 'width': 160}]",The Last Dinner Party,67,artist,spotify:artist:5SHgclK1ZpTdfdAmXW7J6s,https://open.spotify.com/artist/5SHgclK1ZpTdfdAmXW7J6s,,684452,medium_term
[],https://api.spotify.com/v1/artists/2Wm8x8bHxzCPLzp6k7IsLs,2Wm8x8bHxzCPLzp6k7IsLs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe8cc58fbef2e59a6064ef198', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e8cc58fbef2e59a6064ef198', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e8cc58fbef2e59a6064ef198', 'width': 160}]",Dress & Tie,44,artist,spotify:artist:2Wm8x8bHxzCPLzp6k7IsLs,https://open.spotify.com/artist/2Wm8x8bHxzCPLzp6k7IsLs,,4754,medium_term
[],https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU,4gzpq5DPGxSnKTe4SA8HAU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741ba8fc5f5c73e7e9313cc6eb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781ba8fc5f5c73e7e9313cc6eb', 'width': 160}]",Coldplay,90,artist,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,,61343481,long_term
"['indie', 'garage rock']",https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH,7Ln80lUS6He07XvHI8qqHH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747da39dea0a72f581535fb11f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787da39dea0a72f581535fb11f', 'width': 160}]",Arctic Monkeys,86,artist,spotify:artist:7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,,32408592,long_term
[],https://api.spotify.com/v1/artists/12j6dJrPXanCBwY599pZxf,12j6dJrPXanCBwY599pZxf,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2f2362d4fc8263665e7a7a5f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742f2362d4fc8263665e7a7a5f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782f2362d4fc8263665e7a7a5f', 'width': 160}]",Matt Maltese,67,artist,spotify:artist:12j6dJrPXanCBwY599pZxf,https://open.spotify.com/artist/12j6dJrPXanCBwY599pZxf,,768611,long_term
['indie'],https://api.spotify.com/v1/artists/0NIPkIjTV8mB795yEIiPYL,0NIPkIjTV8mB795yEIiPYL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfde4e7d59f6d8868e2ffdaf5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fde4e7d59f6d8868e2ffdaf5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fde4e7d59f6d8868e2ffdaf5', 'width': 160}]",Wallows,69,artist,spotify:artist:0NIPkIjTV8mB795yEIiPYL,https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL,,3009472,long_term
['pop'],https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP,04gDigrS5kc9YWfZHwBETP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f8349dfb619a7f842242de77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f8349dfb619a7f842242de77', 'width': 160}]",Maroon 5,87,artist,spotify:artist:04gDigrS5kc9YWfZHwBETP,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,,46056077,long_term
[],https://api.spotify.com/v1/artists/6eJa3zG1QZLRB3xgRuyxbm,6eJa3zG1QZLRB3xgRuyxbm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb70bbb7950edf20fc5847de6c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517470bbb7950edf20fc5847de6c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17870bbb7950edf20fc5847de6c', 'width': 160}]",Dayglow,62,artist,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,https://open.spotify.com/artist/6eJa3zG1QZLRB3xgRuyxbm,,1070666,long_term
['indie'],https://api.spotify.com/v1/artists/22RISwgVJyZu9lpqAcv1F5,22RISwgVJyZu9lpqAcv1F5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb018b1883b783a647028054b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174018b1883b783a647028054b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178018b1883b783a647028054b5', 'width': 160}]",Blossoms,56,artist,spotify:artist:22RISwgVJyZu9lpqAcv1F5,https://open.spotify.com/artist/22RISwgVJyZu9lpqAcv1F5,,499140,long_term
[],https://api.spotify.com/v1/artists/0ZxZlO7oWCSYMXhehpyMvE,0ZxZlO7oWCSYMXhehpyMvE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbd991c329ced8e990ecb3b45', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bd991c329ced8e990ecb3b45', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bd991c329ced8e990ecb3b45', 'width': 160}]",COIN,56,artist,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,https://open.spotify.com/artist/0ZxZlO7oWCSYMXhehpyMvE,,668510,long_term
[],https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q,53XhwfbYqKCa1cC15pYq2q,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ab47d8dae2b24f5afe7f9d38', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ab47d8dae2b24f5afe7f9d38', 'width': 160}]",Imagine Dragons,87,artist,spotify:artist:53XhwfbYqKCa1cC15pYq2q,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q,,58589566,long_term
[],https://api.spotify.com/v1/artists/7gAppWoH7pcYmphCVTXkzs,7gAppWoH7pcYmphCVTXkzs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb77ef80571a40d9d19cf52208', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517477ef80571a40d9d19cf52208', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17877ef80571a40d9d19cf52208', 'width': 160}]",The Vamps,64,artist,spotify:artist:7gAppWoH7pcYmphCVTXkzs,https://open.spotify.com/artist/7gAppWoH7pcYmphCVTXkzs,,5910446,long_term
[],https://api.spotify.com/v1/artists/3VLf4DlBTN2ZRwygS3TNti,3VLf4DlBTN2ZRwygS3TNti,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0d6649eedc3c5a423e860bf9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740d6649eedc3c5a423e860bf9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780d6649eedc3c5a423e860bf9', 'width': 160}]",The Academic,46,artist,spotify:artist:3VLf4DlBTN2ZRwygS3TNti,https://open.spotify.com/artist/3VLf4DlBTN2ZRwygS3TNti,,180190,long_term
